class_name,threshold,tp,fp,tn,fn,precision,recall_sensitivity,specificity,fpr,f1,balanced_accuracy,youden_j
Hernia,4.932654549190623e-25,15.0,8037.0,17473.0,71.0,0.0018628912071535022,0.1744186046511628,0.6849470795766366,0.3150529204233634,0.0036864094372081597,0.4296828421138997,-0.14063431577220065
Hernia,4.780892502168074e-25,16.0,8053.0,17457.0,70.0,0.0019828975089850043,0.18604651162790697,0.6843198745589965,0.31568012544100355,0.003923973022685469,0.4351831930934517,-0.12963361381309657
Hernia,4.633800018666366e-25,16.0,8071.0,17439.0,70.0,0.001978483986645233,0.18604651162790697,0.6836142689141513,0.31638573108584866,0.003915330967820874,0.43483039027102915,-0.1303392194579417
Hernia,4.491233624608365e-25,16.0,8087.0,17423.0,70.0,0.0019745773170430705,0.18604651162790697,0.6829870638965112,0.3170129361034888,0.003907681035535474,0.4345167877622091,-0.13096642447558182
Hernia,4.353052804145326e-25,16.0,8113.0,17397.0,70.0,0.0019682617788165826,0.18604651162790697,0.6819678557428459,0.3180321442571541,0.0038953134510042605,0.43400718368537644,-0.13198563262924712
Hernia,4.219123450923363e-25,16.0,8133.0,17377.0,70.0,0.0019634310958399803,0.18604651162790697,0.6811838494707958,0.3188161505292042,0.0038858530661809347,0.4336151805493514,-0.13276963890129723
Hernia,4.08931417029795e-25,16.0,8161.0,17349.0,70.0,0.0019567078390607803,0.18604651162790697,0.6800862406899255,0.3199137593100745,0.0038726854653273633,0.43306637615891624,-0.1338672476821675
Hernia,3.9634989910432835e-25,16.0,8173.0,17337.0,70.0,0.001953840517767737,0.18604651162790697,0.6796158369266954,0.32038416307330464,0.0038670694864048343,0.43283117427730117,-0.13433765144539767
Hernia,3.8415553932000222e-25,16.0,8188.0,17322.0,70.0,0.0019502681618722574,0.18604651162790697,0.6790278322226578,0.32097216777734217,0.003860072376357056,0.4325371719252824,-0.1349256561494352
Hernia,3.7233630754801197e-25,16.0,8204.0,17306.0,70.0,0.0019464720194647203,0.18604651162790697,0.6784006272050176,0.3215993727949824,0.0038526366482061164,0.4322235694164623,-0.13555286116707543
Hernia,3.608807160014253e-25,16.0,8225.0,17285.0,70.0,0.001941511952432957,0.18604651162790697,0.677577420619365,0.322422579380635,0.00384292061967095,0.431811966123636,-0.13637606775272804
Hernia,3.49777622019956e-25,16.0,8245.0,17265.0,70.0,0.001936811524028568,0.18604651162790697,0.6767934143473148,0.32320658565268523,0.0038337127111537075,0.43141996298761087,-0.13716007402477826
Hernia,3.3901605550664084e-25,16.0,8264.0,17246.0,70.0,0.001932367149758454,0.18604651162790697,0.6760486083888672,0.32395139161113284,0.0038250059765718384,0.43104756000838707,-0.13790487998322587
Hernia,3.2858563801019547e-25,16.0,8274.0,17236.0,70.0,0.0019300361881785283,0.18604651162790697,0.675656605252842,0.324343394747158,0.0038204393505253107,0.4308515584403745,-0.13829688311925104
Hernia,3.1847611433885204e-25,16.0,8303.0,17207.0,70.0,0.0019233080899146533,0.18604651162790697,0.6745197961583692,0.3254802038416308,0.0038072575847709705,0.4302831538931381,-0.13943369221372381
Hernia,3.0867764838319856e-25,16.0,8323.0,17187.0,70.0,0.0019186952872047008,0.18604651162790697,0.6737357898863191,0.3262642101136809,0.003798219584569733,0.42989115075711304,-0.14021769848577392
Hernia,2.9918062590095266e-25,16.0,8342.0,17168.0,70.0,0.00191433357262503,0.18604651162790697,0.6729909839278714,0.3270090160721286,0.003789673140691616,0.4295187477778892,-0.14096250444422165
Hernia,2.899758024283813e-25,17.0,8357.0,17153.0,69.0,0.002030093145450203,0.19767441860465115,0.6724029792238337,0.32759702077616626,0.004018912529550827,0.43503869891424246,-0.12992260217151508
Hernia,2.8105418002078425e-25,17.0,8377.0,17133.0,69.0,0.002025256135334763,0.19767441860465115,0.6716189729517836,0.32838102704821637,0.004009433962264151,0.4346466957782174,-0.1307066084435652
Hernia,2.7240705655630085e-25,17.0,8389.0,17121.0,69.0,0.0020223649773970973,0.19767441860465115,0.6711485691885535,0.3288514308114465,0.004003768252472915,0.43441149389660233,-0.13117701220679534
Hernia,2.640259764321032e-25,17.0,8410.0,17100.0,69.0,0.0020173252640322773,0.19767441860465115,0.6703253626029009,0.3296746373970991,0.003993891695054623,0.43399989060377603,-0.13200021879244794
